"Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"01","GO:0010228","vegetative to reproductive phase transition of meristem","5/77","241/21869",0.00161640318573794,0.239928421376701,0.219155524715805,"AT4G14465/AT1G31814/AT2G33810/AT5G62640/AT5G55040",5
"01","GO:2000028","regulation of photoperiodism, flowering","3/77","74/21869",0.00227343902439123,0.239928421376701,0.219155524715805,"AT4G14465/AT5G62640/AT5G55040",3
"01","GO:0000387","spliceosomal snRNP assembly","2/77","25/21869",0.00348325617372872,0.239928421376701,0.219155524715805,"AT3G07590/AT1G80070",2
"01","GO:0010962","regulation of glucan biosynthetic process","2/77","25/21869",0.00348325617372872,0.239928421376701,0.219155524715805,"AT2G41770/AT1G27070",2
"01","GO:0032885","regulation of polysaccharide biosynthetic process","2/77","28/21869",0.00435904807940542,0.239928421376701,0.219155524715805,"AT2G41770/AT1G27070",2
"01","GO:0009926","auxin polar transport","3/77","98/21869",0.00502201942987512,0.239928421376701,0.219155524715805,"AT2G36910/AT1G68710/AT4G38430",3
"01","GO:0045292","mRNA cis splicing, via spliceosome","2/77","31/21869",0.00532587303808749,0.239928421376701,0.219155524715805,"AT5G62640/AT1G13350",2
"01","GO:0016145","S-glycoside catabolic process","2/77","35/21869",0.00675319154235358,0.239928421376701,0.219155524715805,"AT3G21370/AT5G25980",2
"01","GO:0019759","glycosinolate catabolic process","2/77","35/21869",0.00675319154235358,0.239928421376701,0.219155524715805,"AT3G21370/AT5G25980",2
"01","GO:0019762","glucosinolate catabolic process","2/77","35/21869",0.00675319154235358,0.239928421376701,0.219155524715805,"AT3G21370/AT5G25980",2
"01","GO:0032881","regulation of polysaccharide metabolic process","2/77","40/21869",0.0087530676791934,0.239928421376701,0.219155524715805,"AT2G41770/AT1G27070",2
"01","GO:0019252","starch biosynthetic process","2/77","41/21869",0.00918110647704399,0.239928421376701,0.219155524715805,"AT2G39930/AT1G27070",2
"01","GO:0060918","auxin transport","3/77","123/21869",0.00938598289996974,0.239928421376701,0.219155524715805,"AT2G36910/AT1G68710/AT4G38430",3
"01","GO:0000398","mRNA splicing, via spliceosome","4/77","236/21869",0.00967748653580501,0.239928421376701,0.219155524715805,"AT3G07590/AT5G62640/AT1G13350/AT1G80070",4
"01","GO:0016143","S-glycoside metabolic process","3/77","125/21869",0.00980609854401148,0.239928421376701,0.219155524715805,"AT1G66140/AT3G21370/AT5G25980",3
"01","GO:0019757","glycosinolate metabolic process","3/77","125/21869",0.00980609854401148,0.239928421376701,0.219155524715805,"AT1G66140/AT3G21370/AT5G25980",3
"01","GO:0019760","glucosinolate metabolic process","3/77","125/21869",0.00980609854401148,0.239928421376701,0.219155524715805,"AT1G66140/AT3G21370/AT5G25980",3
"01","GO:0009914","hormone transport","3/77","126/21869",0.0100202124936905,0.239928421376701,0.219155524715805,"AT2G36910/AT1G68710/AT4G38430",3
"01","GO:2000241","regulation of reproductive process","5/77","388/21869",0.0119327239776404,0.240601147460043,0.219770006472234,"AT4G14465/AT2G33810/AT5G62640/AT4G38430/AT5G55040",5
"01","GO:0009648","photoperiodism","3/77","149/21869",0.0157049371266803,0.247710543918868,0.226263874528408,"AT4G14465/AT5G62640/AT5G55040",3
"01","GO:0007033","vacuole organization","2/77","71/21869",0.0260011620880372,0.310540229826526,0.283653794004447,"AT3G55480/AT2G40810",2
"01","GO:0045332","phospholipid translocation","1/77","13/21869",0.0448299901850578,0.310540229826526,0.283653794004447,"AT1G68710",1
"01","GO:0018107","peptidyl-threonine phosphorylation","1/77","14/21869",0.0481951114678068,0.310540229826526,0.283653794004447,"AT1G13350",1
"01","GO:0018210","peptidyl-threonine modification","1/77","14/21869",0.0481951114678068,0.310540229826526,0.283653794004447,"AT1G13350",1
"01","GO:0034204","lipid translocation","1/77","14/21869",0.0481951114678068,0.310540229826526,0.283653794004447,"AT1G68710",1
"01","GO:0009734","auxin-activated signaling pathway","2/77","103/21869",0.0511633155251839,0.310540229826526,0.283653794004447,"AT2G36910/AT4G30430",2
"01","GO:0043085","positive regulation of catalytic activity","2/77","107/21869",0.0547445295666663,0.310540229826526,0.283653794004447,"AT5G16400/AT4G38430",2
"01","GO:0010315","auxin efflux","1/77","16/21869",0.0548902879177505,0.310540229826526,0.283653794004447,"AT2G36910",1
"01","GO:0080186","developmental vegetative growth","1/77","16/21869",0.0548902879177505,0.310540229826526,0.283653794004447,"AT5G55040",1
"01","GO:1900425","negative regulation of defense response to bacterium","1/77","17/21869",0.0582204232689759,0.310540229826526,0.283653794004447,"AT4G14465",1
"01","GO:0019725","cellular homeostasis","3/77","254/21869",0.0605459278365457,0.310540229826526,0.283653794004447,"AT3G55480/AT5G16400/AT5G24800",3
"01","GO:0061726","mitochondrion disassembly","1/77","18/21869",0.0615389766008584,0.310540229826526,0.283653794004447,"AT2G40810",1
"01","GO:0071333","cellular response to glucose stimulus","1/77","18/21869",0.0615389766008584,0.310540229826526,0.283653794004447,"AT5G24800",1
"01","GO:0097035","regulation of membrane lipid distribution","1/77","18/21869",0.0615389766008584,0.310540229826526,0.283653794004447,"AT1G68710",1
"01","GO:0044093","positive regulation of molecular function","2/77","117/21869",0.0640675727985393,0.310540229826526,0.283653794004447,"AT5G16400/AT4G38430",2
"01","GO:0015914","phospholipid transport","1/77","19/21869",0.0648459876667921,0.310540229826526,0.283653794004447,"AT1G68710",1
"01","GO:0006896","Golgi to vacuole transport","1/77","21/21869",0.071425541341681,0.322720295769473,0.29477931522233,"AT3G55480",1
"01","GO:0032544","plastid translation","1/77","22/21869",0.0746981627860553,0.325201092533231,0.297045325698934,"AT3G46610",1
"01","GO:1902074","response to salt","1/77","27/21869",0.0908912808055834,0.365364440119973,0.333731348406082,"AT1G78850",1
"01","GO:0009958","positive gravitropism","1/77","34/21869",0.113092705898143,0.379661331241641,0.346790421014468,"AT2G36910",1
"01","GO:0009686","gibberellin biosynthetic process","1/77","35/21869",0.116220338673313,0.379661331241641,0.346790421014468,"AT1G80340",1
"01","GO:0006817","phosphate ion transport","1/77","36/21869",0.119337084753837,0.379661331241641,0.346790421014468,"AT1G35350",1
"01","GO:0003333","amino acid transmembrane transport","1/77","37/21869",0.122442981537327,0.379661331241641,0.346790421014468,"AT2G33260",1
"01","GO:0009685","gibberellin metabolic process","1/77","37/21869",0.122442981537327,0.379661331241641,0.346790421014468,"AT1G80340",1
"01","GO:0080092","regulation of pollen tube growth","1/77","39/21869",0.128622376170289,0.384224512058195,0.350958523653108,"AT4G38430",1
"01","GO:0031669","cellular response to nutrient levels","2/77","184/21869",0.137173066276608,0.384224512058195,0.350958523653108,"AT3G17810/AT1G35350",2
"01","GO:0019748","secondary metabolic process","3/77","367/21869",0.139413460697351,0.384224512058195,0.350958523653108,"AT1G66140/AT3G21370/AT5G25980",3
"01","GO:0048638","regulation of developmental growth","2/77","186/21869",0.139570448483947,0.384224512058195,0.350958523653108,"AT4G38430/AT5G55040",2
"01","GO:0071805","potassium ion transmembrane transport","1/77","44/21869",0.143883593591317,0.385179061104706,0.351830428265136,"AT4G23640",1
"01","GO:0016485","protein processing","1/77","60/21869",0.190968348589699,0.415693728495759,0.379703149242676,"AT4G32940",1
"01","GO:0009611","response to wounding","2/77","243/21869",0.210916555453407,0.43082955166075,0.39352851952893,"AT4G32940/AT5G20900",2
"01","GO:0010102","lateral root morphogenesis","1/77","73/21869",0.227334933607594,0.44070147006037,0.402545731597456,"AT4G33495",1
"01","GO:0010101","post-embryonic root morphogenesis","1/77","74/21869",0.230064572537316,0.44070147006037,0.402545731597456,"AT4G33495",1
"01","GO:0035194","post-transcriptional gene silencing by RNA","1/77","88/21869",0.267294843335807,0.472147858515299,0.431269505641035,"AT3G07590",1
"02","GO:0055062","phosphate ion homeostasis","3/170","19/21869",0.000408065119022294,0.161185722013806,0.154635202997922,"AT4G17550/AT5G42810/AT2G33770",3
"02","GO:0072506","trivalent inorganic anion homeostasis","3/170","19/21869",0.000408065119022294,0.161185722013806,0.154635202997922,"AT4G17550/AT5G42810/AT2G33770",3
"02","GO:0042594","response to starvation","7/170","204/21869",0.00110724574602661,0.24171783768005,0.231894527820967,"AT1G74020/AT3G23430/AT1G18910/AT1G08190/AT5G49660/AT2G33770/AT5G38480",7
"02","GO:0010088","phloem development","3/170","31/21869",0.001767769665996,0.24171783768005,0.231894527820967,"AT2G01505/AT3G09070/AT5G13290",3
"02","GO:0009267","cellular response to starvation","6/170","167/21869",0.00198422006385234,0.24171783768005,0.231894527820967,"AT1G74020/AT3G23430/AT1G18910/AT1G08190/AT2G33770/AT5G38480",6
"02","GO:0071496","cellular response to external stimulus","7/170","229/21869",0.0021418036250131,0.24171783768005,0.231894527820967,"AT1G74020/AT3G23430/AT1G18910/AT1G08190/AT2G33770/AT5G38480/AT5G55860",7
"02","GO:0045492","xylan biosynthetic process","3/170","40/21869",0.00369195376705554,0.265149406906716,0.254373848065071,"AT1G09610/AT5G01620/AT5G67230",3
"02","GO:0071214","cellular response to abiotic stimulus","6/170","198/21869",0.00459620602780543,0.279307904766638,0.2679569506089,"AT2G21970/AT2G42690/AT4G38740/AT5G47910/AT5G55630/AT5G55860",6
"02","GO:0104004","cellular response to environmental stimulus","6/170","198/21869",0.00459620602780543,0.279307904766638,0.2679569506089,"AT2G21970/AT2G42690/AT4G38740/AT5G47910/AT5G55630/AT5G55860",6
"02","GO:0000470","maturation of LSU-rRNA","3/170","46/21869",0.00548295444625077,0.309395286609865,0.296821594082749,"AT1G80750/AT2G27530/AT4G27010",3
"02","GO:0009699","phenylpropanoid biosynthetic process","4/170","104/21869",0.00887520474626706,0.31932537961457,0.30634813234176,"AT5G60020/AT3G53260/AT4G01070/AT5G49660",4
"02","GO:0009809","lignin biosynthetic process","3/170","55/21869",0.00900641672144994,0.31932537961457,0.30634813234176,"AT5G60020/AT4G01070/AT5G49660",3
"02","GO:2000026","regulation of multicellular organismal development","8/170","376/21869",0.00935385194795081,0.31932537961457,0.30634813234176,"AT2G30470/AT5G55630/AT1G61040/AT1G79280/AT4G18770/AT5G13290/AT5G49660/AT1G21920",8
"02","GO:0045595","regulation of cell differentiation","3/170","58/21869",0.0104152616881247,0.31932537961457,0.30634813234176,"AT2G01505/AT4G18770/AT5G13290",3
"02","GO:0051239","regulation of multicellular organismal process","9/170","467/21869",0.0110255337400454,0.31932537961457,0.30634813234176,"AT2G30470/AT5G55630/AT1G61040/AT1G79280/AT4G00450/AT4G18770/AT5G13290/AT5G49660/AT1G21920",9
"02","GO:0098659","inorganic cation import across plasma membrane","2/170","21/21869",0.0114493096006605,0.31932537961457,0.30634813234176,"AT1G18910/AT5G55630",2
"02","GO:0003013","circulatory system process","2/170","22/21869",0.0125304895798123,0.31932537961457,0.30634813234176,"AT5G62680/AT3G09070",2
"02","GO:0003018","vascular process in circulatory system","2/170","22/21869",0.0125304895798123,0.31932537961457,0.30634813234176,"AT5G62680/AT3G09070",2
"02","GO:0010232","vascular transport","2/170","22/21869",0.0125304895798123,0.31932537961457,0.30634813234176,"AT5G62680/AT3G09070",2
"02","GO:0010233","phloem transport","2/170","22/21869",0.0125304895798123,0.31932537961457,0.30634813234176,"AT5G62680/AT3G09070",2
"02","GO:0099587","inorganic ion import across plasma membrane","2/170","22/21869",0.0125304895798123,0.31932537961457,0.30634813234176,"AT1G18910/AT5G55630",2
"02","GO:0009904","chloroplast accumulation movement","2/170","23/21869",0.0136544443058544,0.33709409380078,0.323394733559709,"AT1G12150/AT5G55860",2
"02","GO:0009620","response to fungus","7/170","353/21869",0.020735643807601,0.447539308683532,0.429351502001523,"AT1G17250/AT1G59970/AT5G47910/AT5G42810/AT2G46450/AT2G30230/AT4G27320",7
"02","GO:0048508","embryonic meristem development","2/170","30/21869",0.0226602181611915,0.447539308683532,0.429351502001523,"AT2G20300/AT3G15880",2
"02","GO:1903008","organelle disassembly","2/170","32/21869",0.0255785097853834,0.459250516601202,0.440586771422872,"AT2G23140/AT4G30790",2
"02","GO:0043647","inositol phosphate metabolic process","2/170","33/21869",0.0270918689347025,0.465273401269891,0.446364888626678,"AT2G31830/AT5G42810",2
"02","GO:0006817","phosphate ion transport","2/170","36/21869",0.0318411331914963,0.489608855541313,0.469711360412719,"AT3G23430/AT2G33770",2
"02","GO:0009559","embryo sac central cell differentiation","2/170","36/21869",0.0318411331914963,0.489608855541313,0.469711360412719,"AT3G49080/AT4G18770",2
"02","GO:0009834","plant-type secondary cell wall biogenesis","3/170","89/21869",0.0322274183394282,0.489608855541313,0.469711360412719,"AT1G09610/AT5G67230/AT5G49660",3
"03","GO:0006091","generation of precursor metabolites and energy","110/2188","401/21869",1.83957644688405e-23,3.74857906580042e-20,3.1895343149868e-20,"AT1G74030/AT4G35260/AT5G52840/AT2G44350/AT1G14450/AT1G78050/AT3G52930/AT2G36530/AT1G24280/AT4G26970/AT2G34860/AT1G04410/AT1G56190/AT4G37830/AT5G08680/AT2G05710/AT1G71500/AT2G01140/AT1G55480/AT4G21280/ATCG00280/AT1G64770/ATCG01100/AT3G04120/AT4G09650/AT5G58330/AT1G50250/AT2G05070/AT3G27690/AT1G29920/AT2G05100/AT3G08940/AT5G64040/AT1G34000/AT4G38970/AT5G02120/ATCG01010/AT2G42600/AT1G13440/AT4G04020/AT1G10960/AT3G29320/AT1G70760/AT3G46970/AT5G56350/AT2G01290/AT3G04790/AT3G20790/AT1G14150/AT2G20890/AT3G16250/AT1G51650/AT1G79550/AT5G13420/AT5G51060/AT5G65165/AT4G00895/AT5G08570/AT1G45474/AT3G54320/AT3G60750/AT5G48300/AT5G42270/AT3G54050/AT5G41670/AT5G43940/AT1G15980/AT1G53310/AT2G29560/AT2G27510/AT5G66190/AT2G30950/AT4G35830/AT1G06680/AT1G08380/AT1G29930/AT1G75690/AT1G79040/AT2G30570/AT2G34430/AT3G50820/AT3G61470/AT4G05180/AT4G22890/AT5G01530/AT5G66570/AT1G15820/AT1G29910/AT1G61520/AT1G67740/AT2G46820/AT3G47470/AT3G54890/AT4G10340/AT4G26520/AT5G54270/AT5G19220/AT1G54780/AT1G55670/AT4G26530/AT4G29220/AT3G27925/AT2G20420/AT5G44650/AT5G25450/AT4G04640/AT4G05450/AT3G08010/AT1G09780/AT5G59400",110
